regcode,regname,provcode,provname,citycode,cityname,registered,accredited,unregistered,drafted,for_validation,back_to_encoder,validated,approved,total_stepzero
19,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),19999,SPECIAL GEOGRAPHIC AREA (SGA),1999901,KAPALAWAN,9,24,0,32,0,0,0,0,1
19,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),19999,SPECIAL GEOGRAPHIC AREA (SGA),1999907,LIGAWASAN,29,43,2,58,0,0,0,0,1
19,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),19999,SPECIAL GEOGRAPHIC AREA (SGA),1999906,MALIDEGAO,35,60,2,4,0,10,82,1,1
19,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),19999,SPECIAL GEOGRAPHIC AREA (SGA),1999904,NABALAWAG,16,35,3,54,2,0,0,0,1
19,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),19999,SPECIAL GEOGRAPHIC AREA (SGA),1999902,OLD KAABAKAN,9,37,0,39,0,0,0,0,1
19,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),19999,SPECIAL GEOGRAPHIC AREA (SGA),1999905,PAHAMUDDIN,16,63,4,77,0,0,0,0,1
19,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),19999,SPECIAL GEOGRAPHIC AREA (SGA),1999908,TUGUNAN,47,54,3,2,0,2,95,0,1
19,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),19066,SULU,1906606,HADJI PANGLIMA TAHIL,0,40,6,24,16,0,0,0,1
19,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),19066,SULU,1906601,INDANAN,5,53,0,57,0,0,0,0,0
19,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),19066,SULU,1906602,JOLO (CAPITAL),2,51,5,0,0,0,32,18,1
19,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),19066,SULU,1906603,KALINGALAN CALUANG,11,41,0,51,0,0,0,0,0
19,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),19066,SULU,1906617,LUGUS,10,27,7,37,0,0,0,0,0
19,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),19066,SULU,1906604,LUUK,16,15,0,30,1,0,0,0,0
19,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),19066,SULU,1906605,MAIMBUNG,13,73,7,0,76,0,0,16,1
19,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),19066,SULU,1906607,OLD PANAMAO,12,65,0,3,76,0,0,0,1
19,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),19066,SULU,1906619,OMAR,3,34,0,24,10,0,0,0,1
19,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),19066,SULU,1906618,PANDAMI,3,27,0,29,0,0,0,0,0
19,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),19066,SULU,1906616,PANGLIMA ESTINO,14,35,0,49,0,0,0,0,1
19,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),19066,SULU,1906608,PANGUTARAN,18,47,0,65,0,0,0,0,0
19,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),19066,SULU,1906609,PARANG,11,98,2,0,0,10,0,99,1
19,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),19066,SULU,1906610,PATA,6,32,0,23,0,2,7,5,0
19,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),19066,SULU,1906611,PATIKUL,20,47,0,67,0,0,0,0,0
19,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),19066,SULU,1906612,SIASI,1,90,0,80,0,0,0,0,0
19,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),19066,SULU,1906613,TALIPAO,0,115,0,69,21,6,11,0,1
19,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),19066,SULU,1906614,TAPUL,7,23,0,28,0,0,0,0,0
19,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),19066,SULU,1906615,TONGKIL,27,26,6,0,55,0,0,0,0
19,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),19070,TAWI-TAWI,1907002,BONGAO (CAPITAL),21,126,0,133,0,0,0,0,0
19,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),19070,TAWI-TAWI,1907009,LANGUYAN,0,73,0,73,0,0,0,0,1
19,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),19070,TAWI-TAWI,1907003,MAPUN,18,43,9,61,0,0,0,0,0
19,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),19070,TAWI-TAWI,1907001,PANGLIMA SUGALA,0,105,0,104,0,0,0,0,0
19,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),19070,TAWI-TAWI,1907010,SAPA-SAPA,16,82,0,88,0,0,0,0,0
19,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),19070,TAWI-TAWI,1907011,SIBUTU,21,87,0,101,0,0,0,0,0
19,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),19070,TAWI-TAWI,1907004,SIMUNUL,31,77,8,87,0,0,0,0,0
19,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),19070,TAWI-TAWI,1907005,SITANGKAI,2,65,0,67,0,0,0,0,0
19,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),19070,TAWI-TAWI,1907006,SOUTH UBIAN,8,111,5,105,0,0,0,0,0
19,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),19070,TAWI-TAWI,1907007,TANDUBAS,34,39,0,55,0,0,0,0,0
19,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),19070,TAWI-TAWI,1907008,TURTLE ISLANDS,6,15,0,21,0,0,0,0,0
